65.0  1.0009008646011353
66.0  1.0009008646011353
67.0  1.0009008646011353
68.0  1.0009008646011353
69.0  1.0009008646011353
70.0  1.0009008646011353
71.0  1.0009008646011353
72.0  1.0009008646011353
73.0  1.0009008646011353
74.0  1.0009008646011353
75.0  1.0009008646011353
76.0  1.0009008646011353
77.0  1.0009008646011353
78.0  1.0009008646011353
79.0  1.0009008646011353
80.0  1.0003002882003784
81.0  1.0006005764007568
82.0  0.99909907579422
83.0  0.9963964223861694
84.0  0.995195209980011
85.0  0.9897897839546204
86.0  0.9852852821350098
87.0  0.9783783555030823
88.0  0.9624624848365784
89.0  0.9432432651519775
90.0  0.9168168306350708
91.0  0.8861861824989319
92.0  0.8513513803482056
93.0  0.8099098801612854
94.0  0.7333333492279053
95.0  0.6747747659683228
96.0  0.596696674823761
97.0  0.5267267227172852
98.0  0.4585585594177246
99.0  0.3660660684108734
100.0  0.3261261284351349
101.0  0.268168181180954
102.0  0.19549550116062164
103.0  0.14924925565719604
104.0  0.10390390455722809
105.0  0.07087086886167526
106.0  0.05135134980082512
107.0  0.03213213384151459
108.0  0.02132132090628147
109.0  0.014414414763450623
110.0  0.007207207381725311
111.0  0.006906907074153423
112.0  0.0027027027681469917
113.0  0.0012012012302875519
114.0  6.006006151437759E-4
115.0  3.0030030757188797E-4
116.0  0.0
117.0  3.0030030757188797E-4
118.0  0.0
