-5.70588 176.612
-4.41176 125.325
-3.11765 85.0598
-1.82353 41.1758
-0.529412 16.887
0.764706 6.27974
2.05882 1.68126
3.35294 4.26329
4.64706 22.7754
5.94118 44.2803
7.23529 88.187
8.52941 136.722
9.82353 167.499
11.1176 243.902
12.4118 353.932
