1000	250	12.07	10.68	0.92	0.48
1000	500	23.30	20.55	1.82	0.93
1000	750	38.80	34.64	2.74	1.43
1000	1000	51.97	46.54	3.59	1.83
1000	1250	71.33	64.24	4.68	2.40
1000	2500	155.119	140.829	9.46	4.83
1000	5000	289.756	262.267	18.119	9.37
